Renda familiar - per capita - média
Sigla;Código;Município;1970;1980;1991;
BA;2927309;Salinas da Margarida;0,39;0,53;0,36;
BA;2927408;Salvador;0,97;2,02;1,63;
BA;2927507;Santa Bárbara;0,19;0,56;0,35;
BA;2927606;Santa Brígida;0,24;0,42;0,29;
BA;2927705;Santa Cruz Cabrália;0,23;0,77;0,53;
BA;2927804;Santa Cruz da Vitória;0,28;0,45;0,28;
BA;2927903;Santa Inês;0,31;0,58;0,29;
BA;2928000;Santaluz;0,24;0,58;0,43;
BA;2928059;Santa Luzia;;;0,35;
BA;2928109;Santa Maria da Vitória;0,26;0,44;0,42;
BA;2928208;Santana;0,27;0,49;0,44;
BA;2928307;Santanópolis;0,13;0,5;0,27;
BA;2928406;Santa Rita de Cássia;0,18;0,32;0,28;
BA;2928505;Santa Teresinha;0,17;0,35;0,35;
BA;2928604;Santo Amaro;0,38;0,73;0,57;
BA;2928703;Santo Antônio de Jesus;0,35;0,75;0,67;
BA;2928802;Santo Estêvão;0,23;0,5;0,46;
BA;2928901;São Desidério;0,1;0,43;0,4;
BA;2928950;São Domingos;;;0,37;
BA;2929008;São Félix;0,26;0,59;0,47;
BA;2929057;São Félix do Coribe;;;0,39;
BA;2929107;São Felipe;0,21;0,42;0,36;
BA;2929206;São Francisco do Conde;0,48;0,69;0,46;
BA;2929255;São Gabriel;;;0,25;
BA;2929305;São Gonçalo dos Campos;0,23;0,53;0,41;
BA;2929354;São José da Vitória;;;0,23;
BA;2929370;São José do Jacuípe;;;0,34;
BA;2929404;São Miguel das Matas;0,25;0,41;0,39;
BA;2929503;São Sebastião do Passé;0,36;0,74;0,63;
BA;2929602;Sapeaçu;0,23;0,39;0,4;
BA;2929701;Sátiro Dias;0,14;0,35;0,27;
BA;2929750;Saubara;;;0,38;
BA;2929800;Saúde;0,19;0,42;0,28;
BA;2929909;Seabra;0,21;0,56;0,41;
BA;2930006;Sebastião Laranjeiras;0,14;0,64;0,58;
BA;2930105;Senhor do Bonfim;0,3;0,71;0,55;
BA;2930154;Serra do Ramalho;;;0,21;
BA;2930204;Sento Sé;0,25;0,52;0,28;
BA;2930303;Serra Dourada;0,2;0,33;0,25;
BA;2930402;Serra Preta;0,16;0,36;0,27;
BA;2930501;Serrinha;0,24;0,56;0,45;
BA;2930600;Serrolândia;0,23;0,38;0,31;
BA;2930709;Simões Filho;0,43;0,79;0,68;
BA;2930758;Sítio do Mato;;;0,25;
BA;2930766;Sítio do Quinto;;;0,41;
BA;2930774;Sobradinho;;;0,72;
BA;2930808;Souto Soares;0,16;0,43;0,23;
BA;2930907;Tabocas do Brejo Velho;0,11;0,26;0,22;
BA;2931004;Tanhaçu;0,16;0,55;0,38;
BA;2931053;Tanque Novo;;;0,31;
BA;2931103;Tanquinho;0,36;0,57;0,36;
BA;2931202;Taperoá;0,24;0,58;0,29;
BA;2931301;Tapiramutá;0,21;0,57;0,29;
BA;2931350;Teixeira de Freitas;;;0,82;
BA;2931400;Teodoro Sampaio;0,28;0,49;0,47;
BA;2931509;Teofilândia;0,16;0,36;0,39;
BA;2931608;Teolândia;0,22;0,55;0,39;
BA;2931707;Terra Nova;0,29;0,54;0,33;
BA;2931806;Tremedal;0,18;0,38;0,29;
BA;2931905;Tucano;0,18;0,41;0,36;
BA;2932002;Uauá;0,13;0,36;0,29;
BA;2932101;Ubaíra;0,24;0,63;0,28;
BA;2932200;Ubaitaba;0,42;1,09;0,49;
BA;2932309;Ubatã;0,3;0,68;0,4;
BA;2932408;Uibaí;0,12;0,56;0,3;
BA;2932457;Umburanas;;;0,19;
BA;2932507;Una;0,37;0,68;0,34;
BA;2932606;Urandi;0,18;0,48;0,44;
BA;2932705;Uruçuca;0,34;0,71;0,29;
BA;2932804;Utinga;0,17;0,65;0,39;
BA;2932903;Valença;0,27;0,67;0,55;
BA;2933000;Valente;0,21;0,6;0,4;
BA;2933059;Várzea da Roça;;;0,25;
BA;2933109;Várzea do Poço;0,18;0,38;0,29;
BA;2933158;Várzea Nova;;;0,25;
BA;2933174;Varzedo;;;0,36;
BA;2933208;Vera Cruz;0,32;0,59;0,58;
BA;2933257;Vereda;;;0,47;
BA;2933307;Vitória da Conquista;0,41;1,07;0,81;
BA;2933406;Wagner;0,2;0,58;0,34;
BA;2933455;Wanderley;;;0,37;
BA;2933505;Wenceslau Guimarães;0,28;0,59;0,29;
BA;2933604;Xique-Xique;0,25;0,59;0,36;
BA;2999919;Trancoso;;;;
BA;2999929;Barcellos;;;;
BA;2999939;Olivença;;;;
BA;2999949;Villa Verde;;;;
CE;2300101;Abaiara;0,1;0,34;0,24;
CE;2300150;Acarapé;;;0,33;
CE;2300200;Acaraú;0,13;0,34;0,38;
CE;2300309;Acopiara;0,18;0,5;0,31;
CE;2300408;Aiuaba;0,13;0,24;0,22;
CE;2300507;Alcântaras;0,16;0,26;0,26;
CE;2300606;Altaneira;0,1;0,26;0,26;
CE;2300705;Alto Santo;0,14;0,36;0,36;
CE;2300754;Amontada;;;0,23;
CE;2300804;Antonina do Norte;0,16;0,42;0,31;
CE;2300903;Apuiarés;0,12;0,24;0,25;
CE;2301000;Aquiraz;0,18;0,47;0,44;
CE;2301109;Aracati;0,18;0,43;0,44;
CE;2301208;Aracoiaba;0,14;0,31;0,32;
CE;2301257;Ararendá;;;;
CE;2301307;Araripe;0,1;0,25;0,23;
CE;2301406;Aratuba;0,17;0,35;0,33;
CE;2301505;Arneiroz;0,1;0,3;0,21;
CE;2301604;Assaré;0,11;0,28;0,28;
CE;2301703;Aurora;0,16;0,3;0,35;
CE;2301802;Baixio;0,13;0,26;0,2;
CE;2301851;Banabuiú;;;0,27;
CE;2301901;Barbalha;0,21;0,53;0,46;
CE;2301950;Barreira;;;0,36;
CE;2302008;Barro;0,15;0,34;0,27;
CE;2302057;Barroquinha;;;0,22;
CE;2302107;Baturité;0,19;0,47;0,43;
CE;2302206;Beberibe;0,11;0,3;0,34;
CE;2302305;Bela Cruz;0,13;0,36;0,32;
CE;2302404;Boa Viagem;0,12;0,25;0,27;
CE;2302503;Brejo Santo;0,21;0,51;0,53;
CE;2302602;Camocim;0,17;0,39;0,36;
CE;2302701;Campos Sales;0,16;0,4;0,39;
CE;2302800;Canindé;0,15;0,33;0,36;
CE;2302909;Capistrano;0,14;0,28;0,29;
CE;2303006;Caridade;0,13;0,25;0,3;
CE;2303105;Cariré;0,18;0,35;0,31;
CE;2303204;Caririaçu;0,1;0,22;0,23;
CE;2303303;Cariús;0,16;0,25;0,35;
CE;2303402;Carnaubal;0,09;0,32;0,25;
CE;2303501;Cascavel;0,18;0,45;0,37;
CE;2303600;Catarina;0,24;0,32;0,37;
CE;2303659;Catunda;;;;
CE;2303709;Caucaia;0,24;0,54;0,55;
CE;2303808;Cedro;0,21;0,48;0,51;
CE;2303907;Chaval;0,17;0,36;0,27;
CE;2303931;Choró;;;;
CE;2303956;Chorozinho;;;0,37;
CE;2304004;Coreaú;0,14;0,32;0,34;
CE;2304103;Crateús;0,22;0,44;0,46;
CE;2304202;Crato;0,25;0,67;0,67;
CE;2304236;Croatá;;;0,2;
CE;2304251;Cruz;;;0,34;
CE;2304269;Deputado Irapuan Pinheiro;;;0,33;
CE;2304277;Ererê;;;0,32;
CE;2304285;Eusébio;;;0,6;
CE;2304301;Farias Brito;0,11;0,25;0,29;
CE;2304350;Forquilha;;;0,36;
CE;2304400;Fortaleza;0,65;1,4;1,33;
CE;2304459;Fortim;;;;
CE;2304509;Frecheirinha;0,28;0,33;0,34;
CE;2304608;General Sampaio;0,26;0,39;0,28;
CE;2304657;Graça;;;0,17;
CE;2304707;Granja;0,14;0,31;0,29;
CE;2304806;Granjeiro;0,14;0,23;0,2;
CE;2304905;Groaíras;0,09;0,27;0,34;
CE;2304954;Guaiúba;;;0,35;
CE;2305001;Guaraciaba do Norte;0,11;0,27;0,33;
CE;2305100;Guaramiranga;0,17;0,36;0,33;
CE;2305209;Hidrolândia;0,19;0,21;0,24;
CE;2305233;Horizonte;;;0,44;
CE;2305266;Ibaretama;;;0,24;
CE;2305308;Ibiapina;0,13;0,4;0,25;
CE;2305332;Ibicuitinga;;;0,27;
CE;2305357;Icapuí;;;0,49;
CE;2305407;Icó;0,24;0,41;0,34;
CE;2305506;Iguatu;0,25;0,66;0,66;
CE;2305605;Independência;0,17;0,19;0,31;
CE;2305654;Ipaporanga;;;0,25;
CE;2305704;Ipaumirim;0,7;0,37;0,28;
CE;2305803;Ipu;0,16;0,36;0,34;
CE;2305902;Ipueiras;0,12;0,2;0,28;
CE;2306009;Iracema;0,19;0,5;0,29;
CE;2306108;Irauçuba;0,14;0,28;0,27;
CE;2306207;Itaiçaba;0,14;0,34;0,29;
CE;2306256;Itaitinga;;;;
CE;2306306;Itapagé;0,16;0,33;0,41;
CE;2306405;Itapipoca;0,13;0,34;0,29;
CE;2306504;Itapiúna;0,14;0,26;0,26;
CE;2306553;Itarema;;;0,32;
CE;2306603;Itatira;0,11;0,29;0,22;
CE;2306702;Jaguaretama;0,11;0,27;0,31;
CE;2306801;Jaguaribara;0,11;0,26;0,45;
CE;2306900;Jaguaribe;0,16;0,44;0,42;
CE;2307007;Jaguaruana;0,17;0,41;0,38;
CE;2307106;Jardim;0,11;0,26;0,28;
CE;2307205;Jati;0,19;0,3;0,3;
CE;2307254;Jijoca de Jericoacoara;;;;
CE;2307304;Juazeiro do Norte;0,28;0,68;0,65;
CE;2307403;Jucás;0,19;0,36;0,25;
CE;2307502;Lavras da Mangabeira;0,17;0,38;0,32;
CE;2307601;Limoeiro do Norte;0,18;0,52;0,5;
CE;2307635;Madalena;;;0,24;
CE;2307650;Maracanaú;;;0,51;
CE;2307700;Maranguape;0,24;0,65;0,43;
CE;2307809;Marco;0,15;0,33;0,31;
CE;2307908;Martinópole;0,16;0,32;0,28;
CE;2308005;Massapê;0,16;0,28;0,31;
CE;2308104;Mauriti;0,13;0,29;0,26;
CE;2308203;Meruoca;0,11;0,26;0,26;
CE;2308302;Milagres;0,16;0,41;0,35;
CE;2308351;Milhã;;;0,21;
CE;2308377;Miraíma;;;0,21;
CE;2308401;Missão Velha;0,18;0,38;0,33;
CE;2308500;Mombaça;0,19;0,37;0,3;
CE;2308609;Monsenhor Tabosa;0,17;0,28;0,22;
CE;2308708;Morada Nova;0,15;0,36;0,36;
CE;2308807;Moraújo;0,47;0,26;0,33;
CE;2308906;Morrinhos;0,13;0,4;0,27;
CE;2309003;Mucambo;0,12;0,31;0,27;
CE;2309102;Mulungu;0,22;0,3;0,38;
CE;2309201;Nova Olinda;0,11;0,31;0,28;
CE;2309300;Nova Russas;0,16;0,38;0,32;
CE;2309409;Novo Oriente;0,14;0,21;0,3;
CE;2309458;Ocara;;;0,22;
CE;2309508;Orós;0,21;0,54;0,34;
CE;2309607;Pacajus;0,22;0,46;0,53;
CE;2309706;Pacatuba;0,2;0,44;0,44;
CE;2309805;Pacoti;0,15;0,37;0,37;
CE;2309904;Pacujá;0,96;0,34;0,66;
CE;2310001;Palhano;0,11;0,27;0,21;
CE;2310100;Palmácia;0,17;0,4;0,42;
CE;2310209;Paracuru;0,16;0,36;0,41;
CE;2310258;Paraipaba;;;0,43;
CE;2310298;Cococi;0,09;;;
CE;2310308;Parambu;0,12;0,31;0,35;
CE;2310407;Paramoti;0,14;0,27;0,25;
CE;2310506;Pedra Branca;0,13;0,31;0,26;
CE;2310605;Penaforte;0,24;0,3;0,27;
CE;2310704;Pentecoste;0,18;0,32;0,32;
CE;2310803;Pereiro;0,12;0,25;0,23;
CE;2310852;Pindoretama;;;0,38;
CE;2310902;Piquet Carneiro;0,15;0,42;0,29;
CE;2310951;Pires Ferreira;;;0,23;
CE;2311009;Poranga;0,12;0,15;0,24;
CE;2311108;Porteiras;0,11;0,29;0,32;
CE;2311207;Potengi;0,09;0,24;0,29;
CE;2311231;Potiretama;;;0,25;
CE;2311264;Quiterianópolis;;;0,16;
CE;2311306;Quixadá;0,18;0,38;0,44;
CE;2311355;Quixelô;;;0,37;
CE;2311405;Quixeramobim;0,16;0,36;0,43;
CE;2311504;Quixeré;0,09;0,29;0,38;
CE;2311603;Redenção;0,16;0,43;0,35;
CE;2311702;Reriutaba;0,17;0,28;0,33;
CE;2311801;Russas;0,18;0,54;0,54;
CE;2311900;Saboeiro;0,2;0,3;0,21;
CE;2311959;Salitre;;;0,18;
CE;2312007;Santana do Acaraú;0,15;0,34;0,32;
CE;2312106;Santana do Cariri;0,12;0,3;0,3;
CE;2312205;Santa Quitéria;0,18;0,2;0,25;
CE;2312304;São Benedito;0,12;0,37;0,3;
CE;2312403;São Gonçalo do Amarante;0,19;0,46;0,36;
CE;2312502;São João do Jaguaribe;0,12;0,54;0,43;
CE;2312601;São Luís do Curu;0,18;0,43;0,46;
CE;2312700;Senador Pompeu;0,28;0,51;0,49;
CE;2312809;Senador Sá;0,11;0,35;0,29;
CE;2312908;Sobral;0,26;0,62;0,58;
CE;2313005;Solonópole;0,18;0,23;0,29;
CE;2313104;Tabuleiro do Norte;0,15;0,5;0,53;
CE;2313203;Tamboril;0,11;0,29;0,26;
CE;2313252;Tarrafas;;;0,14;
CE;2313302;Tauá;0,15;0,37;0,37;
CE;2313351;Tejuçuoca;;;0,22;
CE;2313401;Tianguá;0,15;0,38;0,46;
CE;2313500;Trairi;0,12;0,33;0,27;
CE;2313559;Tururu;;;0,24;
CE;2313609;Ubajara;0,14;0,47;0,37;
CE;2313708;Umari;0,11;0,2;0,19;
CE;2313757;Umirim;;;0,27;
CE;2313807;Uruburetama;0,16;0,31;0,36;
CE;2313906;Uruoca;0,14;0,3;0,24;
CE;2313955;Varjota;;;0,39;
CE;2314003;Várzea Alegre;0,15;0,29;0,25;
CE;2314102;Viçosa do Ceará;0,13;0,22;0,26;
CE;2399919;Entre Rios;;;;
CE;2399929;Mecejana;;;;
CE;2399939;Vertentes;;;;
DF;5300108;Brasília;1,13;2,55;2,67;
ES;3200102;Afonso Cláudio;0,23;0,71;0,57;
ES;3200136;Águia Branca;;;0,41;
ES;3200169;Água Doce do Norte;;;0,36;
ES;3200201;Alegre;0,35;0,94;0,84;
ES;3200300;Alfredo Chaves;0,29;0,93;0,82;
ES;3200359;Alto Rio Novo;;;0,59;
ES;3200409;Anchieta;0,27;0,83;0,81;
ES;3200508;Apiacá;0,38;0,71;0,66;
ES;3200607;Aracruz;0,31;1,18;1,25;
ES;3200706;Atilio Vivacqua;0,31;0,68;0,62;
ES;3200805;Baixo Guandu;0,33;0,84;0,59;
ES;3200904;Barra de São Francisco;0,25;0,76;0,61;
ES;3201001;Boa Esperança;0,16;0,69;0,65;
ES;3201100;Bom Jesus do Norte;0,45;0,97;0,8;
ES;3201159;Brejetuba;;;;
ES;3201209;Cachoeiro de Itapemirim;0,5;1,25;1,19;
ES;3201308;Cariacica;0,55;1,12;0,9;
ES;3201407;Castelo;0,41;0,89;0,82;
ES;3201506;Colatina;0,4;1,07;0,97;
ES;3201605;Conceição da Barra;0,25;0,78;0,64;
ES;3201704;Conceição do Castelo;0,48;1,16;0,59;
ES;3201803;Divino de São Lourenço;0,36;0,6;0,43;
ES;3201902;Domingos Martins;0,25;0,86;0,83;
ES;3202009;Dores do Rio Preto;0,23;0,82;0,74;
ES;3202108;Ecoporanga;0,19;0,5;0,63;
ES;3202207;Fundão;0,33;0,99;1;
ES;3202256;Governador Lindenberg;;;;
ES;3202306;Guaçuí;0,42;1,09;0,97;
ES;3202405;Guarapari;0,42;1,21;1;
ES;3202454;Ibatiba;;;0,52;
ES;3202504;Ibiraçu;0,43;1,19;0,88;
ES;3202553;Ibitirama;;;0,57;
ES;3202603;Iconha;0,26;1,06;0,95;
ES;3202652;Irupi;;;;
ES;3202702;Itaguaçu;0,32;0,96;0,72;
ES;3202801;Itapemirim;0,34;0,76;0,7;
ES;3202900;Itarana;0,25;0,96;0,86;
ES;3203007;Iúna;0,27;0,78;0,65;
ES;3203056;Jaguaré;;;0,98;
ES;3203106;Jerônimo Monteiro;0,28;1;0,72;
ES;3203130;João Neiva;;;1,02;
ES;3203163;Laranja da Terra;;;0,49;
ES;3203205;Linhares;0,35;0,96;0,85;
ES;3203304;Mantenópolis;0,26;0,55;0,62;
ES;3203320;Marataízes;;;;
ES;3203346;Marechal Floriano;;;;
ES;3203353;Marilândia;;;0,82;
ES;3203403;Mimoso do Sul;0,31;0,88;0,57;
ES;3203502;Montanha;0,25;0,94;0,7;
ES;3203601;Mucurici;0,28;0,56;0,7;
ES;3203700;Muniz Freire;0,19;0,67;0,6;
ES;3203809;Muqui;0,28;0,79;0,74;
ES;3203908;Nova Venécia;0,33;0,85;0,72;
ES;3204005;Pancas;0,21;0,81;0,53;
ES;3204054;Pedro Canário;;;0,8;
ES;3204104;Pinheiros;0,23;0,63;0,85;
ES;3204203;Piúma;0,26;0,73;0,91;
ES;3204252;Ponto Belo;;;;
ES;3204302;Presidente Kennedy;0,29;0,66;0,63;
ES;3204351;Rio Bananal;;;0,59;
ES;3204401;Rio Novo do Sul;0,24;1,11;0,79;
ES;3204500;Santa Leopoldina;0,26;0,68;0,52;
ES;3204559;Santa Maria de Jetibá;;;0,64;
ES;3204609;Santa Teresa;0,33;0,98;0,83;
ES;3204658;São Domingos do Norte;;;;
ES;3204708;São Gabriel da Palha;0,31;0,98;0,72;
ES;3204807;São José do Calçado;0,27;0,72;0,67;
ES;3204906;São Mateus;0,27;0,78;0,99;
ES;3204955;São Roque do Canaã;;;;
ES;3205002;Serra;0,33;1,17;0,97;
ES;3205010;Sooretama;;;;
ES;3205036;Vargem Alta;;;0,56;
ES;3205069;Venda Nova do Imigrante;;;1,03;
ES;3205101;Viana;0,29;0,76;0,7;
ES;3205150;Vila Pavão;;;;
ES;3205176;Vila Valério;;;;
ES;3205200;Vila Velha;0,7;1,64;1,74;
ES;3205309;Vitória;1,12;2,72;2,55;
ES;3299919;Riacho;;;;
ES;3299929;Ponte do Itabapoana;;;;
GO;5200050;Abadia de Goiás;;;;
GO;5200100;Abadiânia;0,31;0,51;0,78;
GO;5200134;Acreúna;;1,08;0,98;
GO;5200159;Adelândia;;;0,78;
GO;5200175;Água Fria de Goiás;;;0,55;
GO;5200209;Água Limpa;0,26;0,63;0,76;
GO;5200258;Águas Lindas de Goiás;;;;
GO;5200308;Alexânia;0,28;0,65;0,64;
GO;5200506;Aloândia;0,31;0,73;0,61;
GO;5200555;Alto Horizonte;;;;
GO;5200605;Alto Paraíso de Goiás;0,31;0,48;0,72;
GO;5200803;Alvorada do Norte;0,3;0,76;0,67;
GO;5200829;Amaralina;;;;
GO;5200852;Americano do Brasil;;;0,92;
GO;5200902;Amorinópolis;0,31;0,76;0,93;
GO;5201108;Anápolis;0,63;1,37;1,31;
GO;5201207;Anhanguera;0,33;1,03;0,61;
GO;5201306;Anicuns;0,38;0,93;0,74;
GO;5201405;Aparecida de Goiânia;0,37;1,01;0,87;
GO;5201454;Aparecida do Rio Doce;;;;
GO;5201504;Aporé;0,24;0,96;0,9;
GO;5201603;Araçu;0,36;0,66;0,67;
GO;5201702;Aragarças;0,47;1,16;0,76;
GO;5201801;Aragoiânia;0,3;0,93;0,71;
GO;5202155;Araguapaz;;;0,6;
GO;5202353;Arenópolis;;;0,79;
GO;5202502;Aruanã;0,3;0,85;0,92;
GO;5202601;Aurilândia;0,48;0,87;0,95;
GO;5202809;Avelinópolis;0,31;0,71;0,88;
GO;5203104;Baliza;0,33;0,8;0,44;
GO;5203203;Barro Alto;0,29;0,55;0,5;
GO;5203302;Bela Vista de Goiás;0,37;0,91;0,96;
GO;5203401;Bom Jardim de Goiás;0,4;1,21;0,79;
GO;5203500;Bom Jesus de Goiás;0,4;1,64;0,99;
GO;5203559;Bonfinópolis;;;0,69;
GO;5203575;Bonópolis;;;;
GO;5203609;Brazabrantes;0,25;0,56;0,6;
GO;5203807;Britânia;0,36;0,93;0,65;
GO;5203906;Buriti Alegre;0,41;1,09;1,15;
GO;5203939;Buriti de Goiás;;;;
GO;5203962;Buritinópolis;;;;
GO;5204003;Cabeceiras;0,24;0,48;0,63;
GO;5204102;Cachoeira Alta;0,4;1,1;1,12;
GO;5204201;Cachoeira de Goiás;0,22;1,36;0,73;
GO;5204250;Cachoeira Dourada;;;0,98;
GO;5204300;Caçu;0,34;1,12;1,39;
GO;5204409;Caiapônia;0,47;1,37;0,97;
GO;5204508;Caldas Novas;0,4;1,17;1,35;
GO;5204557;Caldazinha;;;;
GO;5204607;Campestre de Goiás;0,32;0,68;0,63;
GO;5204656;Campinaçu;;;0,61;
GO;5204706;Campinorte;0,31;0,88;0,64;
GO;5204805;Campo Alegre de Goiás;0,35;0,9;1,68;
GO;5204854;Campo Limpo de Goiás;;;;
GO;5204904;Campos Belos;0,27;0,7;0,78;
GO;5204953;Campos Verdes;;;0,76;
GO;5205000;Carmo do Rio Verde;0,3;0,52;0,65;
GO;5205059;Castelândia;;;;
GO;5205109;Catalão;0,49;1,25;1,16;
GO;5205208;Caturaí;0,24;0,88;0,62;
GO;5205307;Cavalcante;0,31;0,42;0,41;
GO;5205406;Ceres;0,36;0,8;1,21;
GO;5205455;Cezarina;;;0,91;
GO;5205471;Chapadão do Céu;;;;
GO;5205497;Cidade Ocidental;;;;
GO;5205513;Cocalzinho de Goiás;;;;
GO;5205521;Colinas do Sul;;;0,62;
GO;5205703;Córrego do Ouro;0,46;0,77;0,63;
GO;5205802;Corumbá de Goiás;0,26;0,6;0,72;
GO;5205901;Corumbaíba;0,47;1,1;0,9;
GO;5206206;Cristalina;0,34;0,92;0,89;
GO;5206305;Cristianópolis;0,29;0,86;0,94;
GO;5206404;Crixás;0,34;0,76;0,99;
GO;5206503;Cromínia;0,27;1,06;0,83;
GO;5206602;Cumari;0,35;0,86;0,89;
GO;5206701;Damianópolis;0,19;0,35;0,48;
GO;5206800;Damolândia;0,32;0,72;0,69;
GO;5206909;Davinópolis;0,3;0,53;0,72;
GO;5207105;Diorama;0,23;0,7;0,55;
GO;5207253;Doverlândia;;;0,68;
GO;5207352;Edealina;;;0,83;
GO;5207402;Edéia;0,4;1,18;1,11;
GO;5207501;Estrela do Norte;0,24;0,74;0,5;
GO;5207535;Faina;;;0,67;
GO;5207600;Fazenda Nova;0,35;0,81;0,77;
GO;5207808;Firminópolis;0,34;0,7;0,95;
GO;5207907;Flores de Goiás;0,38;0,46;0,44;
GO;5208004;Formosa;0,37;1,01;1,25;
GO;5208103;Formoso;0,2;0,75;0,82;
GO;5208152;Gameleira de Goiás;;;;
GO;5208301;Divinópolis de Goiás;0,29;0,51;0,53;
GO;5208400;Goianápolis;0,28;0,71;0,7;
GO;5208509;Goiandira;0,36;1,1;0,89;
GO;5208608;Goianésia;0,3;1;0,9;
GO;5208707;Goiânia;0,91;1,94;2,02;
GO;5208806;Goianira;0,32;0,91;0,67;
GO;5208905;Goiás;0,32;0,77;0,88;
GO;5209101;Goiatuba;0,48;1,29;1,21;
GO;5209150;Gouvelândia;;;0,86;
GO;5209200;Guapó;0,34;0,94;0,87;
GO;5209291;Guaraíta;;;;
GO;5209408;Guarani de Goiás;0,22;0,27;0,33;
GO;5209457;Guarinos;;;0,43;
GO;5209606;Heitoraí;0,47;0,7;0,63;
GO;5209705;Hidrolândia;0,29;0,77;0,65;
GO;5209804;Hidrolina;0,22;1,07;0,63;
GO;5209903;Iaciara;0,33;0,81;0,6;
GO;5209937;Inaciolândia;;;;
GO;5209952;Indiara;;;0,97;
GO;5210000;Inhumas;0,46;1,23;1,1;
GO;5210109;Ipameri;0,5;1,1;0,89;
GO;5210158;Ipiranga de Goiás;;;;
GO;5210208;Iporá;0,56;1,03;0,99;
GO;5210307;Israelândia;0,28;1,31;0,6;
GO;5210406;Itaberaí;0,39;0,86;0,95;
GO;5210562;Itaguari;;;0,6;
GO;5210604;Itaguaru;0,32;0,58;0,76;
GO;5210802;Itajá;0,34;1,12;0,97;
GO;5210901;Itapaci;0,25;0,75;0,93;
GO;5211008;Itapirapuã;0,32;0,74;0,78;
GO;5211206;Itapuranga;0,31;0,64;0,78;
GO;5211305;Itarumã;0,31;1,31;1,22;
GO;5211404;Itauçu;0,28;0,76;0,71;
GO;5211503;Itumbiara;0,46;1,46;1,25;
GO;5211602;Ivolândia;0,29;0,73;0,68;
GO;5211701;Jandaia;0,38;0,88;0,91;
GO;5211800;Jaraguá;0,32;0,84;0,71;
GO;5211909;Jataí;0,59;1,28;1,3;
GO;5212006;Jaupaci;0,34;0,64;0,89;
GO;5212055;Jesúpolis;;;;
GO;5212105;Joviânia;0,37;1,33;1,18;
GO;5212204;Jussara;0,36;0,89;1,02;
GO;5212253;Lagoa Santa;;;;
GO;5212303;Leopoldo de Bulhões;0,34;0,63;0,8;
GO;5212501;Luziânia;0,35;1,06;1,15;
GO;5212600;Mairipotaba;0,22;1;0,94;
GO;5212709;Mambaí;0,35;0,6;0,35;
GO;5212808;Mara Rosa;0,21;0,72;0,83;
GO;5212907;Marzagão;0,29;0,83;1,2;
GO;5212956;Matrinchã;;;0,75;
GO;5213004;Maurilândia;0,3;1,83;1,02;
GO;5213053;Mimoso de Goiás;;;0,49;
GO;5213087;Minaçu;;0,93;0,83;
GO;5213103;Mineiros;0,5;1,29;1,54;
GO;5213400;Moiporá;0,25;0,59;0,66;
GO;5213509;Monte Alegre de Goiás;0,16;0,44;0,45;
GO;5213707;Montes Claros de Goiás;0,34;0,96;1,01;
GO;5213756;Montividiu;;;0,93;
GO;5213772;Montividiu do Norte;;;;
GO;5213806;Morrinhos;0,39;1,17;1,04;
GO;5213855;Morro Agudo de Goiás;;;0,68;
GO;5213905;Mossâmedes;0,39;0,7;0,62;
GO;5214002;Mozarlândia;0,34;1,15;0,79;
GO;5214051;Mundo Novo;;;0,78;
GO;5214101;Mutunópolis;0,23;0,58;0,55;
GO;5214408;Nazário;0,41;0,81;0,65;
GO;5214507;Nerópolis;0,39;1,03;0,83;
GO;5214606;Niquelândia;0,21;0,75;0,71;
GO;5214705;Nova América;0,23;0,58;0,59;
GO;5214804;Nova Aurora;0,22;0,83;0,59;
GO;5214838;Nova Crixás;;;0,85;
GO;5214861;Nova Glória;;;0,57;
GO;5214879;Nova Iguaçu de Goiás;;;;
GO;5214903;Nova Roma;0,23;0,46;0,48;
GO;5215009;Nova Veneza;0,23;1;0,68;
GO;5215207;Novo Brasil;0,26;0,8;0,84;
GO;5215231;Novo Gama;;;;
GO;5215256;Novo Planalto;;;0,78;
GO;5215306;Orizona;0,29;0,69;0,72;
GO;5215405;Ouro Verde de Goiás;0,26;0,7;1,04;
GO;5215504;Ouvidor;0,28;0,92;0,98;
GO;5215603;Padre Bernardo;0,32;0,49;0,59;
GO;5215652;Palestina de Goiás;;;0,56;
GO;5215702;Palmeiras de Goiás;0,38;0,88;0,96;
GO;5215801;Palmelo;0,34;0,83;0,75;
GO;5215900;Palminópolis;0,27;0,89;0,81;
GO;5216007;Panamá;0,45;1,25;0,91;
GO;5216304;Paranaiguara;0,37;0,94;0,95;
GO;5216403;Paraúna;0,39;1,44;0,91;
GO;5216452;Perolândia;;;;
GO;5216809;Petrolina de Goiás;0,28;0,67;0,61;
GO;5216908;Pilar de Goiás;0,31;0,37;0,66;
GO;5217104;Piracanjuba;0,38;1,13;1,14;
GO;5217203;Piranhas;0,42;1,48;0,94;
GO;5217302;Pirenópolis;0,24;0,6;0,63;
GO;5217401;Pires do Rio;0,49;1,1;1,14;
GO;5217609;Planaltina;0,22;0,59;0,73;
GO;5217708;Pontalina;0,33;1,23;1,04;
GO;5218003;Porangatu;0,35;0,94;0,87;
GO;5218052;Porteirão;;;;
GO;5218102;Portelândia;0,24;0,81;0,7;
GO;5218300;Posse;0,33;0,42;0,65;
GO;5218391;Professor Jamil;;;;
GO;5218508;Quirinópolis;0,39;1,32;1,09;
